StoreCountry,ProductID,Quantity
AUS,6491964065190271696,1.0
AUS,829825068659116396,4.0
AUS,4377239341803549591,2.0
AUS,1484466118705990446,2.0
AUS,3496405312437254038,1.0
AUS,1350550765500081886,1.0
AUS,3916501653980731455,1.0
AUS,6562065941643469981,1.0
AUS,1406428649545374,1.0
AUS,4440812345158536335,1.0
AUS,2088571745992425838,2.0
AUS,3319482067208432297,1.0
AUS,7370104753578802101,2.0
AUS,6795566221831236479,3.0
AUS,5104168856855221912,1.0
AUS,2454887360203612522,1.0
AUS,6596210828396111483,1.0
AUS,7723142178570630416,2.0
AUS,3269195608436225781,1.0
AUS,7408094746667834966,3.0
AUS,2555019967478483592,2.0
AUS,7472975603865226191,2.0
AUS,1540949975885840322,1.0
AUS,2649329642666914882,1.0
AUS,6097953574387175727,2.0
AUS,5182994929839070880,1.0
AUS,465846333113942047,1.0
AUS,6551713640436798432,1.0
AUS,1226244246806268409,2.0
AUS,3731152906712890061,3.0
AUS,473638807752745097,1.0
AUS,8293669242865713483,1.0
AUS,5315473519055988919,2.0
AUS,2083179601821986515,2.0
AUS,277923707904017064,2.0
AUS,1885420058829686640,2.0
AUS,5635698171509485125,2.0
AUS,8845004433060383474,1.0
AUS,8368973112683869179,2.0
AUS,4690856044865757375,3.0
AUS,47064507042084505,1.0
AUS,2786083868408706856,1.0
AUS,4528429646169314039,2.0
AUS,897789278073937550,3.0
AUS,6161028628898702444,1.0
AUS,5355021104965970953,2.0
AUS,5646982584752324418,3.0
AUS,2567170694810433670,1.0
AUS,3252855169340742239,2.0
AUS,4566109654644882975,2.0
AUS,8929610287123499407,2.0
AUS,8696962230872941204,1.0
AUS,2493661297528921377,2.0
AUS,3326326131111379655,1.0
AUS,8692729918348657034,3.0
AUS,9085157178562093898,4.0
AUS,5805795426518407999,1.0
AUS,3635274628305335287,1.0
AUS,2108913035595848142,1.0
AUS,5428996037360342633,3.0
AUS,2564413524989092071,9.0
AUS,8984524553119131282,13.0
AUS,8108226241026158269,12.0
AUS,7409043786944596881,5.0
AUS,235494810757128011,20.0
AUS,4977027123522759904,18.0
AUS,7448240021392654314,9.0
AUS,5835436710918539565,7.0
AUS,3450727148190904021,5.0
AUS,2054869857503444523,11.0
AUS,6407551567006884557,10.0
AUS,9148230248010312188,9.0
AUS,2174460842238414289,10.0
AUS,4054679235495224347,8.0
AUS,6352615541402558974,14.0
AUS,7309774132646318088,8.0
AUS,7880029218719774470,9.0
AUS,6895503969230323320,12.0
AUS,8792794237556877781,10.0
AUS,7913827146597486097,1.0
AUS,1236871785612240105,2.0
AUS,6125362250977483188,1.0
AUS,7351594082589762847,2.0
AUS,6052324619436233561,10.0
AUS,6258121356864942471,17.0
AUS,8209742703900197580,1.0
AUS,1970981680243293872,1.0
AUS,944768041882193396,11.0
AUS,7592604979892475365,11.0
AUS,5388324578808415512,9.0
AUS,2205947682601510567,7.0
AUS,3101921478046704818,9.0
AUS,4451015913799880332,12.0
AUS,6868702836966340388,5.0
AUS,2865121895822531388,8.0
AUS,4750579165197344549,9.0
AUS,6360608331434623715,9.0
AUS,4192792681404025574,16.0
AUS,5857291588990233227,10.0
AUS,2608951051874097299,5.0
AUS,6975289552685820027,14.0
AUS,6804252697652906339,9.0
AUS,2758355994448095244,1.0
AUS,2122314870070382592,1.0
AUS,1743881020012238505,9.0
AUS,7568490081549942963,4.0
AUS,6608721423409099248,5.0
AUS,1559273436292896220,8.0
AUS,8103651086075298424,3.0
AUS,6126924877694788752,6.0
AUS,2132297552009473180,4.0
AUS,4208294298300147086,1.0
AUS,356895862921987779,18.0
AUS,920676259016288878,15.0
AUS,1502186355954872332,2.0
AUS,3098510167503015217,4.0
AUS,1560520593843461593,5.0
AUS,5622582329186915882,1.0
AUS,779286048214728565,5.0
AUS,1047715807898864160,2.0
AUS,4192683566291781094,3.0
AUS,3680067012280542767,4.0
AUS,1197895827498550936,5.0
AUS,5395750164227408953,14.0
AUS,7422855767834714016,14.0
AUS,857737755704997989,5.0
AUS,2793059170928699484,5.0
AUS,4972130234154342986,2.0
AUS,173907269027070100,34.0
AUS,4978781552851483666,25.0
AUS,3175710940235553343,13.0
AUS,5202929353253053758,3.0
AUS,8123826320948909392,4.0
AUS,4013654780213892236,1.0
AUS,1064014581685647413,15.0
AUS,4038140069966368150,14.0
AUS,5563523431100379726,1.0
AUS,8162358083743544302,11.0
AUS,1246438640521446697,5.0
AUS,2198179126101767266,16.0
AUS,1786915299293435520,16.0
AUS,5106109914604091220,19.0
AUS,6886150214071106621,17.0
AUS,2798543696106491815,27.0
AUS,2465407962934372163,16.0
AUS,6954957569451083078,17.0
AUS,2862912421683630475,11.0
AUS,4869979895938225472,17.0
AUS,3591507476025006955,8.0
AUS,2104062482659851337,7.0
AUS,5621813510881741580,14.0
AUS,3389216218598536246,10.0
AUS,6909592591118363194,8.0
AUS,7383477708728907171,5.0
AUS,6285489069703383089,5.0
AUS,3570182221910213190,8.0
AUS,8249507248074178063,10.0
AUS,6713594664765623069,3.0
AUS,1291294331328776306,21.0
AUS,2358205855657901022,12.0
AUS,5908159017144513583,9.0
AUS,6297156358414120842,11.0
AUS,4635168042443827509,2.0
AUS,5143150846491741453,1.0
AUS,3522580471988803443,13.0
AUS,5959816621337064937,11.0
AUS,4316897796942786690,9.0
AUS,9218841925588347186,1.0
AUS,8088532513847900790,1.0
AUS,1099618849609912146,15.0
AUS,6934699011632967649,2.0
AUS,3563739037975684392,5.0
AUS,4494285085299239372,1.0
AUS,2553135676993399147,1.0
AUS,2213680177113483274,4.0
AUS,3273480834650448057,1.0
AUS,5074343801505560507,5.0
AUS,229029638946888184,5.0
AUS,5978743435028188464,2.0
AUS,8333064846788800496,2.0
AUS,4043162559620707758,11.0
AUS,6780802421909567063,4.0
AUS,6444818139935462257,14.0
AUS,1437525409531165744,31.0
AUS,8483601522730630955,8.0
AUS,3888177966868479623,3.0
AUS,6488580489450687992,9.0
AUS,8498505797163674987,4.0
AUS,6191310806620303010,4.0
AUS,8116274035414045753,2.0
AUS,6392463910997218195,4.0
AUS,1684730980220512188,3.0
AUS,8028611140295911482,5.0
AUS,6780797989910899452,1.0
AUS,5100141026649981901,2.0
AUS,7590884907996592500,8.0
AUS,39025293570596968,5.0
AUS,2487620253963153427,9.0
AUS,785891602084960717,-1.0
AUS,5459204231143331650,9.0
AUS,4445533668824845679,10.0
AUS,5419527335278308397,5.0
AUS,5980777057101781793,3.0
AUS,2285100837063782728,7.0
AUS,5410577296929048117,3.0
AUS,3400671446422120448,1.0
AUS,3382910904919605855,1.0
AUS,7513780001078838023,5.0
AUS,4159830453942499923,4.0
AUS,2307370396501551460,5.0
AUS,8316278773007886569,2.0
AUS,7361443384800353158,2.0
AUS,8015189134435380395,1.0
AUS,3197259053907627488,1.0
AUS,4000156571696893489,5.0
AUS,8548328621095939720,5.0
AUS,5085371408591741088,2.0
AUS,5186500225512776956,8.0
AUS,940603051137623069,4.0
AUS,9191621239557351475,1.0
AUS,5671757690465065613,1.0
AUS,3698632538895870932,1.0
AUS,533939623436320395,1.0
AUS,7988346289347056821,2.0
AUS,8923040553773542689,3.0
AUS,6054210619647127779,2.0
AUS,1421634154572742367,8.0
AUS,4938729464386706434,5.0
AUS,8379673386613568001,1.0
AUS,2876260154413008354,1.0
AUS,3109744618195510313,1.0
AUS,6280223287535131791,1.0
AUS,1634121491066645588,2.0
AUS,7584712028797004502,1.0
AUS,6518522646834781473,1.0
AUS,1108527350021568362,2.0
AUS,623529435429086965,1.0
AUS,970334700120440764,2.0
AUS,1082519374908165616,1.0
AUS,3750453897569759033,1.0
AUS,5079430387400980215,1.0
AUS,6601955453911286690,1.0
AUS,5123448426192931098,1.0
AUS,387526636274140264,1.0
AUS,9119053691313290390,2.0
AUS,2115842474517076438,1.0
AUS,842211350300147019,2.0
AUS,5166899781459858865,1.0
AUS,8691387899469769159,1.0
AUS,6108384229018093630,1.0
AUS,275044698922010495,2.0
AUS,8761826855035940162,1.0
AUS,7860705371944056504,2.0
AUS,1053601088228117848,2.0
AUS,1773046582168860346,2.0
AUS,2893616851514749639,1.0
AUS,3629483897872554965,1.0
AUS,8224947921767980613,1.0
AUS,2454422411632045938,1.0
AUS,4448995534779544026,1.0
AUS,3203754179750556717,1.0
AUS,7803709876199897976,1.0
AUS,342501136598773645,1.0
AUS,4865827394538538824,1.0
AUS,5144291786661633774,2.0
AUS,2582907412718520166,1.0
AUS,2065347138986255224,2.0
AUS,8040951681821249293,1.0
AUS,711675389762888047,1.0
AUS,1562843185995030124,1.0
AUS,5351464882464990216,2.0
AUS,5878191913435564743,1.0
AUS,2179698527866310585,1.0
AUS,6271941282798851534,1.0
AUS,3095307643986324846,1.0
AUS,3298287449110808272,1.0
AUS,2876686291656906382,1.0
AUS,760191235576309287,1.0
AUS,7268109461131450007,2.0
AUS,3684823784458036512,1.0
AUS,8330201312502274242,1.0
AUS,5712235590728934493,1.0
AUS,2480563846468076749,2.0
AUS,6685996663549691644,1.0
AUS,8187903480546938427,2.0
AUS,2983103527916866037,1.0
AUS,550169921017417673,1.0
AUS,7427294415064347663,1.0
AUS,4331921143107632529,2.0
AUS,2233784796085945238,1.0
AUS,6443490232743848883,1.0
AUS,8342619470230689069,1.0
AUS,2115072796527122643,1.0
AUS,4066854038738590211,2.0
AUS,7051239663201523346,1.0
AUS,4914733824345032245,2.0
AUS,3168006309940256252,1.0
AUS,7438690453174155663,2.0
AUS,4695864595029297553,2.0
AUS,8472606371926333081,1.0
AUS,7522176177192408867,1.0
AUS,1320195964103065156,1.0
AUS,1904430738202192122,1.0
AUS,5462933222343740992,1.0
AUS,5271595325336576402,2.0
AUS,7932650067075243894,1.0
AUS,5976918401453182373,1.0
AUS,2796539006439583642,1.0
AUS,7407698884072389199,1.0
AUS,1422148025489109362,2.0
AUS,7636141454206690821,2.0
AUS,6953807460869784331,2.0
AUS,3213020704601839174,2.0
AUS,7824611703074545864,1.0
AUS,8287917376349354146,2.0
AUS,1801597990775626415,1.0
AUS,7880215877076691003,1.0
AUS,8299089145297588670,1.0
AUS,5963502082612950288,1.0
AUS,3140710808606014217,2.0
AUS,3144572859391348415,2.0
AUS,9192462719778024854,2.0
AUS,3286038855228363177,1.0
AUS,7886406764595531720,2.0
AUS,3149107984173350166,2.0
AUS,3795911111967065666,1.0
AUS,3921964901852770563,1.0
AUS,2288143113602554004,2.0
AUS,2636196102592060310,1.0
AUS,4058150967294539740,2.0
AUS,8281702593701761907,1.0
AUS,4211864033374941039,1.0
AUS,5319826432980202876,2.0
AUS,4569487148836279245,1.0
AUS,2804452066388778612,4.0
AUS,8215244638110747587,3.0
AUS,1385626230750331062,1.0
AUS,3742012395604648690,1.0
AUS,3539359519334473176,1.0
AUS,7302686125846463134,2.0
AUS,351812661102817435,2.0
AUS,2213187600871842060,2.0
AUS,5136948906147871085,1.0
AUS,1458226597708679080,2.0
AUS,4842316541459451913,1.0
AUS,6770508058835036666,1.0
AUS,3331362428307783166,4.0
AUS,1771874656804112901,3.0
AUS,789480118921377484,2.0
AUS,9080724495120713534,1.0
AUS,5392595891690222099,1.0
AUS,7699442917256957349,1.0
AUS,8820114434408302740,1.0
AUS,9038929785470900736,2.0
AUS,3531076618115351677,1.0
AUS,4688240868611981244,1.0
AUS,6838907857441644256,1.0
AUS,6857982004467619826,2.0
AUS,2237710589334037313,1.0
AUS,9122844162819401800,1.0
AUS,5535810465220642040,1.0
AUS,8194401427282313402,1.0
AUS,3103604372781780815,1.0
AUS,877229759048881206,1.0
AUS,1008291973934910939,1.0
AUS,5922328505256792937,1.0
AUS,3793069587642793066,2.0
AUS,3020365182406491,2.0
AUS,6211852004368043131,1.0
AUS,1819697797344373605,1.0
AUS,46327643246499730,1.0
AUS,3829166059248878547,1.0
AUS,5916845728489674505,1.0
AUS,1709657131015783432,1.0
AUS,8548843854136689887,3.0
AUS,8159496149553658658,1.0
AUS,5075010554767112953,1.0
AUS,8831626465230650832,2.0
AUS,9097598144048671916,2.0
AUS,363385388954211794,2.0
AUS,1176181632473466770,3.0
AUS,3101331337605856440,1.0
AUS,3890175861338321137,1.0
AUS,4018358264768939899,2.0
AUS,3077353185423939874,1.0
AUS,6751422332043613677,2.0
AUS,5928159867304371772,1.0
AUS,3749840002563431966,2.0
AUS,5779637137037258943,1.0
AUS,521522272603879947,1.0
AUS,4466599711257437102,2.0
AUS,2474982115360625876,1.0
AUS,2499971891333939531,1.0
AUS,3899002091872130991,1.0
AUS,8296000315954621253,2.0
AUS,4200677604769395620,1.0
AUS,5458287051014861026,1.0
AUS,86876440051566286,1.0
AUS,7221725680641695356,1.0
AUS,8739030201088353588,1.0
AUS,7064221043354088429,2.0
AUS,3406692501091618509,2.0
AUS,5212416233610283332,1.0
AUS,7433429118911252769,1.0
AUS,2328746952963186587,1.0
AUS,3539602610977088388,2.0
AUS,1181145346604634049,1.0
AUS,1630016470851780178,2.0
AUS,8208672132359177887,2.0
AUS,790234953141529507,1.0
AUS,8808797741988613251,3.0
AUS,7763772974514304803,1.0
AUS,3068786010280612825,2.0
AUS,3042175888612959413,2.0
AUS,90515347587222141,1.0
AUS,6200677320552265604,2.0
AUS,9170091562412696961,1.0
AUS,7451792686804505660,1.0
AUS,6786912353547729589,1.0
AUS,2259056894587075278,2.0
AUS,2982530433156159523,1.0
AUS,5326635830654800396,1.0
AUS,8103531459483164210,2.0
AUS,2096288531713098921,2.0
AUS,4250540648011803377,2.0
AUS,7380882287332084937,2.0
AUS,4095477306693393693,4.0
AUS,3013133167860094735,2.0
AUS,4880018028369381043,1.0
AUS,4746696909560657823,2.0
AUS,6719069044338815054,3.0
AUS,6540385551323584770,1.0
AUS,1436143572501651362,4.0
AUS,6990337162523017379,2.0
AUS,4724259386233830953,1.0
AUS,5929926235917173905,3.0
AUS,4786639895536460836,1.0
AUS,9204992521470857020,1.0
AUS,5319342405814255524,1.0
AUS,9037623638027837241,1.0
AUS,7571927217117848632,2.0
AUS,7297403352640690845,1.0
AUS,2777417735372268171,1.0
AUS,5596949318616783716,1.0
AUS,3501350187753390011,1.0
AUS,3334713028424228322,1.0
AUS,1780559184883710990,1.0
AUS,3457426685984575551,1.0
AUS,6986484011807872050,1.0
AUS,3834257481387807791,1.0
AUS,358634840366975380,1.0
AUS,8053951837963474603,2.0
AUS,6202258816093995460,1.0
AUS,7593655030475106876,1.0
AUS,1347037779275771487,1.0
AUS,6326648911691839180,1.0
AUS,6546389615681747251,1.0
AUS,3478929920403981213,1.0
AUS,898033113907735758,1.0
AUS,3442861631441315790,1.0
AUS,85138949294405762,2.0
AUS,2497870560984988312,1.0
AUS,5049815098227915741,1.0
AUS,8742447164524146556,1.0
AUS,586023747211826339,1.0
AUS,6491509839325006029,1.0
AUS,5721217308437505009,2.0
AUS,3774059650933351778,1.0
AUS,790570250385754322,3.0
AUS,2042594364836981914,1.0
AUS,4423656306991736389,1.0
AUS,4149518240723963838,2.0
AUS,4691303755056997440,1.0
AUS,4861817966479200704,1.0
AUS,4816420099928066152,1.0
AUS,195598577956268048,1.0
AUS,7969632740531041486,1.0
AUS,7274232253679186062,1.0
AUS,6255521195696045417,1.0
AUS,5636337103380010867,1.0
AUS,693529918144913827,1.0
AUS,7045522427496896327,1.0
AUS,1102705861472950837,1.0
AUS,4542588697750807925,1.0
AUS,6326472184485193346,1.0
AUS,3829111302684460144,1.0
AUS,7962408991769301091,1.0
AUS,311947242653004103,2.0
AUS,3207723680421409708,1.0
AUS,6418530401996206675,1.0
AUS,1230617155807536559,2.0
AUS,5600829855353960900,4.0
AUS,2658180312946574699,1.0
AUS,7286129502271147535,1.0
AUS,412909163137289630,1.0
AUS,2431740400151020979,1.0
AUS,1287197297012014902,1.0
AUS,7177511077110795182,1.0
AUS,3114618979913492,1.0
AUS,3260330800635011346,1.0
AUS,5617891524578408170,1.0
AUS,5738982745197633878,1.0
AUS,7596129503406442949,1.0
AUS,4593459188024805275,1.0
AUS,320276052397898030,1.0
AUS,7688463264377772539,1.0
AUS,5543870040954643544,1.0
AUS,8433678881546183797,2.0
AUS,4614326178114497291,1.0
AUS,6410652274021908740,2.0
AUS,2771955635815571998,1.0
AUS,3110646444639559190,4.0
AUS,8753313986157541659,1.0
AUS,4812236618727823574,2.0
AUS,442138150085946930,1.0
AUS,1123477148168975574,1.0
AUS,7086780883706720673,1.0
AUS,6268344067666347638,4.0
AUS,4891307973212032379,2.0
AUS,4957486020389248982,1.0
AUS,1102195885428775766,2.0
AUS,885738538620843576,1.0
AUS,2685460041075345512,2.0
AUS,7437999065145518907,1.0
AUS,3178277687651920571,2.0
AUS,8043434804255856337,1.0
AUS,3361162837154822103,1.0
AUS,669002076047027136,1.0
AUS,6074012666146905198,3.0
AUS,6619158257750259557,1.0
AUS,8069440291515216354,2.0
AUS,5302916955733751138,1.0
AUS,6471369717591453154,1.0
AUS,8680970090070979817,1.0
AUS,5058441949861929218,2.0
AUS,3742243974400333788,1.0
AUS,2852197121600280880,2.0
AUS,5644484785207114489,1.0
AUS,8873592636382567766,1.0
AUS,7858316825769590885,1.0
AUS,1886821578792630531,2.0
AUS,8267774562709179828,2.0
AUS,5983971623125228771,3.0
AUS,675324908000811989,3.0
AUS,7252044184023151951,4.0
AUS,8226686862639788476,5.0
AUS,5832767043954943913,1.0
AUS,4954913893412648399,1.0
AUS,3032829344944905880,2.0
AUS,9214343083219124262,2.0
AUS,85219251384344456,1.0
AUS,2192087072723127502,1.0
AUS,3480183238583948805,1.0
AUS,167573474264001019,1.0
AUS,2213814695921179481,1.0
AUS,8144437496851994204,1.0
AUS,7172959572966041117,1.0
AUS,3843232114964517863,2.0
AUS,5102722723348040431,4.0
AUS,2787164975979109242,2.0
AUS,5425147671719747886,1.0
AUS,9055488115870765159,1.0
AUS,2731486830977841008,2.0
AUS,299264932474577183,1.0
AUS,8275269661316336170,1.0
AUS,704950121200010170,2.0
AUS,3258685917333445207,1.0
AUS,1130562203383756698,2.0
AUS,4337067794426042042,1.0
AUS,7626018426388716774,2.0
AUS,2147195434586071782,2.0
AUS,6487879923070068206,1.0
AUS,6127679300861573690,1.0
AUS,7649761508068218197,1.0
AUS,9099982959935196831,3.0
AUS,3252050304744062268,2.0
AUS,8479482365045157911,1.0
AUS,1199394529824946716,1.0
AUS,1704673919549266485,1.0
AUS,8983576249790912246,2.0
AUS,6937663683287774386,2.0
AUS,2131355901145071532,1.0
AUS,6594647417300415550,1.0
AUS,1935566445607155310,2.0
AUS,9179175942991698373,1.0
AUS,6773590855549038004,1.0
AUS,7581731151217892821,1.0
AUS,4740323462628135051,2.0
AUS,152476355050895479,1.0
AUS,4140443613352177599,1.0
AUS,3945885356531558919,1.0
AUS,2607011315840533105,2.0
AUS,3254425717596436207,2.0
AUS,4102097080124256917,1.0
AUS,1064113712013113389,1.0
AUS,7166776702195606478,1.0
AUS,6274989740942656410,1.0
AUS,4712641921687946406,1.0
AUS,6912772209838324505,1.0
AUS,980259132584897779,1.0
AUS,2165174131273184968,1.0
AUS,7618425821542771503,2.0
AUS,7876224958711592619,1.0
AUS,5848770935895331078,2.0
AUS,3734150165328375955,1.0
AUS,6242895897692000472,1.0
AUS,5158806410781783370,1.0
AUS,7210363045362826211,1.0
AUS,966359958994781607,2.0
AUS,8250589225795705329,1.0
AUS,2655077581087275354,1.0
AUS,6297339873198563156,3.0
AUS,5580116918567534497,1.0
AUS,8834062862084605954,1.0
AUS,5289971723048738719,1.0
AUS,3637635589596723271,1.0
AUS,6379538037992614441,1.0
AUS,8824244769139160301,1.0
AUS,6064249523712691043,1.0
AUS,7056364752153696565,1.0
AUS,2588299379761257896,1.0
AUS,1099408438971342945,1.0
AUS,1963472234456703682,1.0
AUS,4416594799512945757,1.0
AUS,5427185882444424867,1.0
AUS,8054841528596534459,1.0
AUS,5638117432798249009,1.0
AUS,3362891729046873330,2.0
AUS,7359006899668971171,1.0
AUS,2801552324403647928,1.0
AUS,8876736553248522721,2.0
AUS,4295838894053189998,1.0
AUS,3370793865509772452,3.0
AUS,7932881648392566041,3.0
AUS,2980578197104113116,2.0
AUS,6177443443430646706,2.0
AUS,1553138169536317029,1.0
AUS,9033029792631039947,1.0
AUS,398998148227663506,4.0
AUS,2762206006790011016,3.0
AUS,1557607025085253725,2.0
AUS,1829371112561793694,2.0
AUS,8503338114809574835,6.0
AUS,4090355775153091976,1.0
AUS,5352326776730778242,2.0
AUS,8641801511470584666,1.0
AUS,7538567193124585174,4.0
AUS,1791835223326376397,1.0
AUS,1986645365947233552,1.0
AUS,7692661318345202109,1.0
AUS,3369417807837758995,1.0
AUS,8268235777225890835,2.0
AUS,6405298822638517997,3.0
AUS,5178980166451694331,1.0
AUS,7766838078811472948,1.0
AUS,2579520511160687093,2.0
AUS,8075135523743199304,1.0
AUS,3072434654746191838,1.0
AUS,8867513820636041079,1.0
AUS,7210026769828705629,1.0
AUS,1642099509676861210,1.0
AUS,4262925340942115096,2.0
AUS,5407047540209654644,1.0
AUS,7076287853797043635,4.0
AUS,53208698419212793,1.0
AUS,5927391759814168019,4.0
AUS,7257516610196857473,1.0
AUS,8510566268816618125,2.0
AUS,4817081741885937821,1.0
AUS,6766096479718917350,4.0
AUS,2390866718654094677,2.0
AUS,3425498916618432892,2.0
AUS,3075235653719578505,1.0
AUS,4843082389401420395,2.0
AUS,6480742026986373340,2.0
AUS,2788668067851550918,1.0
AUS,7543449527131239836,1.0
AUS,7770370200973610979,1.0
AUS,7866982876429371879,1.0
AUS,5859455356447531948,1.0
AUS,2303497508206758274,2.0
AUS,6840454744607601624,9.0
AUS,4385964841092378710,3.0
AUS,128791969012875059,2.0
AUS,883439080112214933,1.0
AUS,6784846802169003642,3.0
AUS,6678251881024440579,4.0
AUS,4199728518552891765,1.0
AUS,5862865679608277932,1.0
AUS,511330044267702899,1.0
AUS,1809941852024603567,1.0
AUS,2550423210418657279,2.0
AUS,211253181939923998,4.0
AUS,9013768683144379064,3.0
AUS,235647049963727757,1.0
AUS,4222522468969937589,2.0
AUS,1970301772315103130,1.0
AUS,1829686747015593451,2.0
AUS,775754869529601360,1.0
AUS,7214309348124239149,1.0
AUS,4446435396892939974,1.0
AUS,4801329297642189960,1.0
